iter	Logloss
217	0.04191352595
218	0.04176692963
219	0.0414825937
220	0.04112745783
221	0.04109742952
222	0.04094359356
223	0.04069345723
224	0.04042495645
225	0.0401001101
226	0.04000992153
227	0.03967519843
228	0.0394827511
229	0.03938902979
230	0.03903221462
231	0.03871579792
232	0.03844505808
233	0.0381320746
234	0.03793165787
235	0.03780399405
236	0.03771381378
237	0.03755344723
238	0.03743940436
239	0.03732844643
240	0.03719037097
241	0.03694868502
242	0.03680611071
243	0.03655530681
244	0.03627474826
245	0.0360972363
246	0.03585404106
247	0.03572769165
248	0.03556222916
249	0.03531502848
250	0.03507657258
251	0.03482265472
252	0.0345625131
253	0.03440743115
254	0.03425322616
255	0.03412503989
256	0.03393353794
257	0.03382340307
258	0.03375259068
259	0.03354724801
260	0.03324626425
261	0.0329534738
262	0.03282710366
263	0.03263531146
264	0.03246132395
265	0.0322665256
266	0.03207761101
267	0.03200151609
268	0.03195476325
269	0.0317484752
270	0.03157794994
271	0.03143496721
272	0.0312110818
273	0.03106924969
274	0.03089780807
275	0.03069320347
276	0.03047639598
277	0.03040282415
278	0.03014974387
279	0.02995728824
280	0.02985499216
281	0.02972155239
282	0.02959439651
283	0.02932767868
284	0.029133154
285	0.0289548708
286	0.02871408255
287	0.02860301889
288	0.02829324474
289	0.02813621397
290	0.02809297313
291	0.02799475711
292	0.02788316063
293	0.02774189659
294	0.02763716034
295	0.02757328697
296	0.02754088692
297	0.02751340037
298	0.02728106043
299	0.02710181941
300	0.02705829247
301	0.0270229464
302	0.02695518369
303	0.026936954
304	0.02676403626
305	0.02666931567
306	0.02654940356
307	0.02648746656
308	0.02633383792
309	0.02626930112
310	0.02617257989
311	0.02599042188
312	0.0258954836
313	0.02563296608
314	0.02561481932
315	0.02545134503
316	0.02529638332
317	0.02516756265
318	0.0250802206
319	0.02506537023
320	0.02495671148
321	0.02483568606
322	0.02470591794
323	0.02455821659
324	0.02445463927
325	0.02439429656
326	0.02433358068
327	0.02409185327
328	0.02390041766
329	0.02372583306
330	0.02366105785
331	0.02351915525
332	0.02350242449
333	0.0234163077
334	0.02325606968
335	0.02311224523
336	0.02307829442
337	0.02302424182
338	0.02299759492
339	0.02291268888
340	0.02280339365
341	0.0226280088
342	0.02261864413
343	0.02240788418
344	0.02228241381
345	0.02224056202
346	0.02205338893
347	0.02203978663
348	0.02193729774
349	0.02192684671
350	0.02191670874
351	0.0217899364
352	0.02163346954
353	0.02161749757
354	0.02160543981
355	0.02153933152
356	0.02152537885
357	0.02145409999
358	0.02141974905
359	0.02137524978
360	0.02127935575
361	0.02113861001
362	0.02109863032
363	0.02096436957
364	0.02092082397
365	0.02086697039
366	0.02077114271
367	0.02062217256
368	0.02053688713
369	0.02036278973
370	0.02034061681
371	0.02011927314
372	0.02011179717
373	0.01999600867
374	0.01996672879
375	0.01982123748
376	0.01976240614
377	0.01966971314
378	0.01966298145
379	0.01957153652
380	0.01948575974
381	0.01945210747
382	0.0194393075
383	0.01937995372
384	0.01924904118
385	0.01923394825
386	0.01910128801
387	0.01896111032
388	0.01884820358
389	0.01882461465
390	0.01880210172
391	0.0187386803
392	0.01851650321
393	0.01842752954
394	0.01840891216
395	0.01830212137
396	0.01816624144
397	0.01809240424
398	0.01806590039
399	0.01799250893
400	0.01792471927
401	0.01780176785
402	0.01776945487
403	0.0176694331
404	0.0176469098
405	0.01758841846
406	0.01748522883
407	0.01745809472
408	0.01736128227
409	0.01731869034
410	0.01715811647
411	0.01710354142
412	0.01705729443
413	0.01703990957
414	0.01696575206
415	0.01687371834
416	0.01679461002
417	0.01671226543
418	0.01669607784
419	0.01659044701
420	0.01658284664
421	0.01653755644
422	0.01649578551
423	0.0164044629
424	0.01630413636
425	0.01629654843
426	0.01618901543
427	0.01612355191
428	0.0160382872
429	0.01586979368
430	0.01581051868
431	0.01575686413
432	0.01571366891
433	0.01561928625
434	0.0155756712
435	0.01556889182
436	0.01550997651
437	0.01542242092
438	0.01533394275
439	0.01528575939
440	0.01521543213
441	0.01511326251
442	0.01503835139
443	0.01500661788
444	0.0149913736
445	0.01498635023
446	0.01494395837
447	0.01490891913
448	0.01488913868
449	0.01480564553
450	0.01473323366
451	0.0146924164
452	0.01468928793
453	0.01465995104
454	0.0145753933
455	0.01451905499
456	0.01447438986
457	0.01439318139
458	0.01436443433
459	0.01420772801
460	0.01413237116
461	0.01408257277
462	0.01404603253
463	0.01399919572
464	0.01398123036
465	0.01391278557
466	0.01390572942
467	0.01381378588
468	0.01380774768
469	0.0137941319
470	0.01374167981
471	0.01373105878
472	0.01362852428
473	0.01361409789
474	0.01354236395
475	0.01348233016
476	0.01340387075
477	0.01337987133
478	0.01333809314
479	0.01333250377
480	0.01330814984
481	0.0132135101
482	0.01320625803
483	0.01312358483
484	0.01309293249
485	0.013040044
486	0.01295888113
487	0.01290244227
488	0.01284724526
489	0.01283289972
490	0.01278946089
491	0.01270983323
492	0.01267994383
493	0.01266335819
494	0.01262764205
495	0.01253424831
496	0.0125203371
497	0.01243536161
498	0.01241862878
499	0.01235494199
500	0.01231500584
501	0.01227763839
502	0.01224456041
503	0.01219137441
504	0.01213665009
505	0.0120691258
506	0.01199927019
507	0.01199848859
508	0.01194354244
509	0.01190002483
510	0.01184904783
511	0.0118078605
512	0.01177627315
513	0.0117530802
514	0.01170755677
515	0.0117056349
516	0.01164241459
517	0.01157938605
518	0.01154233476
519	0.01146847683
520	0.01145957242
521	0.01142354633
522	0.01139906593
523	0.0113977339
524	0.0113726222
525	0.01133518219
526	0.01129450798
527	0.01125318693
528	0.01120930133
529	0.01118262954
530	0.01117613419
531	0.01117227077
532	0.0111453782
533	0.01109043515
534	0.01106242512
535	0.01099284421
536	0.01097169441
537	0.01092209401
538	0.0109033398
539	0.01089885546
540	0.01088225427
541	0.01085405661
542	0.01082136527
543	0.01076950923
544	0.01071268683
545	0.01070841188
546	0.01065334652
547	0.01062533233
548	0.01059822622
549	0.01056014351
550	0.0105227035
551	0.01048843135
552	0.01048547496
553	0.01045535751
554	0.01039297684
555	0.01037095733
556	0.01036659842
557	0.01033340848
558	0.01030765824
559	0.01030086227
560	0.01025460699
561	0.01022431125
562	0.01021396492
563	0.01015609969
564	0.01013232625
565	0.0100825289
566	0.01004185988
567	0.01000457536
568	0.009990184203
569	0.009978139919
570	0.009931135178
571	0.009928607941
572	0.009898513296
573	0.009884121107
574	0.009880774954
575	0.009828204694
576	0.009792199342
577	0.009738453575
578	0.009735772921
579	0.009707186533
580	0.00969980696
581	0.009697088988
582	0.009661964748
583	0.009661529375
584	0.009633040428
585	0.009622590438
586	0.009575619905
587	0.009564496123
588	0.00956082966
589	0.009533448841
590	0.009531301001
591	0.009494914179
592	0.009450016851
593	0.009446502768
594	0.009405297818
595	0.009352992929
596	0.009301664518
597	0.009270730226
598	0.009232466117
599	0.009179268713
600	0.00913071736
601	0.00908073446
602	0.00906985428
603	0.009022647402
604	0.009003037992
605	0.008992414889
606	0.008962980561
607	0.008959560809
608	0.008928802739
609	0.008901712169
610	0.008882040563
611	0.008842647594
612	0.00881555806
613	0.008812846308
614	0.00881110067
615	0.008780367478
616	0.008736139795
617	0.008707886157
618	0.008665989793
619	0.008647649185
620	0.008611238521
621	0.008582193955
622	0.008542359394
623	0.008527500733
624	0.008504830236
625	0.008469132237
626	0.008442793722
627	0.008390531851
628	0.008354858212
629	0.008351089643
630	0.008327842277
631	0.008304647259
632	0.008298890487
633	0.008290691479
634	0.008282281005
635	0.008257065649
636	0.00821572283
637	0.008198607486
638	0.00816336611
639	0.008155485858
640	0.008133704766
641	0.0081295143
642	0.008102642453
643	0.00810111191
644	0.008062333646
645	0.008047329343
646	0.00804191154
647	0.008019375801
648	0.008009020142
649	0.008001204159
650	0.007986193118
651	0.007954894978
652	0.007943588236
653	0.007919793025
654	0.007912573607
655	0.007880993511
656	0.007872560232
657	0.007866103753
658	0.007840205794
659	0.007810763172
660	0.007805498787
661	0.007804095227
662	0.007800055587
663	0.007768940926
664	0.007744035514
665	0.007740222889
666	0.007723314866
667	0.007710757463
668	0.007678039178
669	0.007657827502
670	0.007630691321
671	0.007595944405
672	0.007588921423
673	0.007571952239
674	0.007555144766
675	0.007530041363
676	0.007501135183
677	0.00747233992
678	0.007450555718
679	0.007443451881
680	0.007434601887
681	0.007429836107
682	0.007427866563
683	0.007407201373
684	0.00740687588
685	0.007386847683
686	0.007384053521
687	0.00736652198
688	0.007345541664
689	0.007338143432
690	0.007337803426
691	0.007334691027
692	0.007295354553
693	0.007291703121
694	0.00727229222
695	0.007269749952
696	0.007250236428
697	0.00723970973
698	0.007223442326
699	0.007203602791
700	0.007194020955
701	0.007169744761
702	0.007168195559
703	0.007154183802
704	0.007148721944
705	0.007133560595
706	0.007121692533
707	0.00711167377
708	0.007110277984
709	0.0071091994
710	0.007106520819
711	0.007070479186
712	0.007068642326
713	0.007067921887
714	0.007046935869
715	0.007027099444
716	0.007005882263
717	0.006986457369
718	0.006970287406
719	0.006951931767
720	0.006938229436
721	0.006935364785
722	0.006932436383
723	0.006931853294
724	0.006919373118
725	0.006918290387
726	0.006902903059
727	0.006889955894
728	0.006869560221
729	0.006847182564
730	0.006811433253
731	0.006780607286
732	0.006768445347
733	0.006736835189
734	0.006725829581
735	0.006722198362
736	0.006711550899
737	0.006707241743
738	0.006684609081
739	0.006677695461
740	0.006655359786
741	0.006651728568
742	0.00663711921
743	0.006624913216
744	0.00659610033
745	0.006584595079
746	0.006570890675
747	0.006567759099
748	0.006565764158
749	0.006556174029
750	0.006555412127
751	0.006531652679
752	0.006506588148
753	0.006490413002
754	0.006467776195
755	0.006434106308
756	0.006429437969
757	0.006403709495
758	0.006389671305
759	0.006388775162
760	0.006372885082
761	0.006364473053
762	0.006330348098
763	0.006325029809
764	0.006323349994
765	0.006305024417
766	0.006301219049
767	0.00629308742
768	0.006289491446
769	0.006278991699
770	0.006266453473
771	0.006253744208
772	0.006242352983
773	0.006240510941
774	0.006226477416
775	0.006226059665
776	0.006212543405
777	0.006210741271
778	0.006208324432
779	0.006189870316
780	0.006184001073
781	0.006170637711
782	0.00616775492
783	0.006162661055
784	0.006157396669
785	0.006150579971
786	0.00613548652
787	0.006117347012
788	0.006115763602
789	0.006107817525
790	0.006095570067
791	0.00609012272
792	0.006062101281
793	0.006040185949
794	0.006018420924
795	0.006016528088
796	0.005988113258
797	0.005970040612
798	0.005961368395
799	0.005952571786
800	0.005946600955
801	0.005944450005
802	0.00593216782
803	0.005931848547
804	0.005913465956
805	0.005896590585
806	0.005872666317
807	0.00586949535
808	0.005858620353
809	0.005838286358
810	0.005819484462
811	0.005815688423
812	0.005801596849
813	0.005789792019
814	0.005767877206
815	0.00574658539
816	0.005743258932
817	0.005733264011
818	0.005714916146
819	0.005690699038
820	0.005685523282
821	0.005671314571
822	0.005666042411
823	0.005646628919
824	0.00562597565
825	0.005624423856
826	0.00559727109
827	0.005594249912
828	0.005581724125
829	0.005568947481
830	0.005538408653
831	0.005527802136
832	0.005505332221
833	0.00549409545
834	0.005486963625
835	0.005475127697
836	0.005467775594
837	0.005448572532
838	0.005445643093
839	0.005443907821
840	0.005428212622
841	0.005414746119
842	0.005401510778
843	0.005388972034
844	0.005381279406
845	0.005356887631
846	0.005345963395
847	0.005341079961
848	0.005335703103
849	0.005322779262
850	0.00531561893
851	0.005311079129
852	0.005297064781
853	0.005282890278
854	0.005279712055
855	0.00527834374
856	0.005273447866
857	0.005250821943
858	0.005236629818
859	0.005217615418
860	0.005205059052
861	0.005198017929
862	0.005180541847
863	0.00517931451
864	0.005163425985
865	0.00516038252
866	0.005157694091
867	0.005148932726
868	0.005125466119
869	0.005117768308
870	0.005110932433
871	0.005105278803
872	0.005090519138
873	0.005088764688
874	0.005086327636
875	0.005083917535
876	0.005070277401
877	0.005053148062
878	0.005045231529
879	0.005039282985
880	0.005025299736
881	0.005015232252
882	0.005012342204
883	0.005007396574
884	0.005005238885
885	0.005001059304
886	0.004990160984
887	0.004988629403
888	0.004978841284
889	0.004970411114
890	0.004942955141
891	0.004916084331
892	0.004905730745
893	0.004879571044
894	0.004863968103
895	0.004860284536
896	0.00485797965
897	0.004840779305
898	0.004837841573
899	0.00482192195
900	0.004813577818
901	0.004809735132
902	0.004807689916
903	0.004794617321
904	0.004774638881
905	0.004772914493
906	0.004754801937
907	0.004742978448
908	0.004742535301
909	0.004732393182
910	0.004721245558
911	0.004707575363
912	0.004705357552
913	0.004688534011
914	0.004686418305
915	0.004686331231
916	0.004670238495
917	0.00466670057
918	0.004656985532
919	0.004645688119
920	0.004620871337
921	0.004615024898
922	0.004611593226
923	0.004602160143
924	0.004593920189
925	0.004593386339
926	0.004581782092
927	0.004580553718
928	0.004571339358
929	0.004569268227
930	0.004567942412
931	0.004560597565
932	0.004557626144
933	0.004556753843
934	0.004551043199
935	0.004530625758
936	0.004519013737
937	0.004517752191
938	0.004502776395
939	0.004497123801
940	0.004474083237
941	0.004471965458
942	0.004469104953
943	0.004468092711
944	0.004467353613
945	0.004456079524
946	0.004448809831
947	0.004442352834
948	0.004441548949
949	0.004431181369
950	0.004428909136
951	0.004411250612
952	0.004410977467
953	0.004408647703
954	0.004388398191
955	0.004386725633
956	0.004368727104
957	0.004364052026
958	0.004361147466
959	0.004358271412
960	0.004348376523
961	0.004333182262
962	0.004330179484
963	0.004319993569
964	0.004314958531
965	0.004300993163
966	0.004295457964
967	0.004294207303
968	0.004288028634
969	0.004287054487
970	0.004283117471
971	0.004269586439
972	0.004262488303
973	0.004250390633
974	0.004249502783
975	0.004247668515
976	0.004246463465
977	0.004246171143
978	0.00423138945
979	0.004219790645
980	0.004210862647
981	0.00421045604
982	0.004209277682
983	0.004196787658
984	0.004195504603
985	0.004194295665
986	0.004193178467
987	0.004192253559
988	0.004185591055
989	0.004182210694
990	0.004181808233
991	0.00417720831
992	0.004162496069
993	0.004154035838
994	0.004153625861
995	0.004138928393
996	0.004129415491
997	0.004118922482
998	0.004116000559
999	0.004110885703
